sep=,
2025-09-13 22:41:00,98 %
2025-09-13 22:41:15,98 %
2025-09-13 22:41:30,98.8 %
2025-09-13 22:41:45,99.0 %
2025-09-13 22:42:00,99 %
2025-09-13 22:42:15,99 %
2025-09-13 22:42:30,99 %
2025-09-13 22:42:45,99 %
2025-09-13 22:43:00,99 %
2025-09-13 22:43:15,99 %
2025-09-13 22:43:30,99 %
2025-09-13 22:43:45,99 %
2025-09-13 22:44:00,99 %
2025-09-13 22:44:15,99.0 %
2025-09-13 22:44:30,99.0 %
2025-09-13 22:44:45,99.3 %
2025-09-13 22:45:00,100 %
2025-09-13 22:45:15,100 %
2025-09-13 22:45:30,100 %
2025-09-13 22:45:45,100 %
2025-09-13 22:46:00,100 %
2025-09-13 22:46:15,100 %
2025-09-13 22:46:30,100 %
2025-09-13 22:46:45,100 %
2025-09-13 22:47:00,100 %
2025-09-13 22:47:15,100 %
2025-09-13 22:47:30,100 %
2025-09-13 22:47:45,100 %
2025-09-13 22:48:00,100 %
2025-09-13 22:48:15,100 %
2025-09-13 22:48:30,100 %
2025-09-13 22:48:45,100 %
2025-09-13 22:49:00,100 %
2025-09-13 22:49:15,100 %
2025-09-13 22:49:30,100 %
2025-09-13 22:49:45,100 %
2025-09-13 22:50:00,100 %
2025-09-13 22:50:15,100 %
2025-09-13 22:50:30,100 %
2025-09-13 22:50:45,100 %
2025-09-13 22:51:00,100 %
2025-09-13 22:51:15,100 %
2025-09-13 22:51:30,100 %
2025-09-13 22:51:45,100 %
2025-09-13 22:52:00,100 %
2025-09-13 22:52:15,100 %
2025-09-13 22:52:30,100 %
2025-09-13 22:52:45,100 %
2025-09-13 22:53:00,100 %
2025-09-13 22:53:15,100 %
2025-09-13 22:53:30,100 %
2025-09-13 22:53:45,100 %
2025-09-13 22:54:00,100 %
2025-09-13 22:54:15,100 %
2025-09-13 22:54:30,100 %
2025-09-13 22:54:45,100 %
2025-09-13 22:55:00,100 %
2025-09-13 22:55:15,100 %
2025-09-13 22:55:30,100 %
2025-09-13 22:55:45,100 %
2025-09-13 22:56:00,100 %
2025-09-13 22:56:15,100 %
2025-09-13 22:56:30,100 %
2025-09-13 22:56:45,100 %
2025-09-13 22:57:00,100 %
2025-09-13 22:57:15,100 %
2025-09-13 22:57:30,100 %
2025-09-13 22:57:45,100 %
2025-09-13 22:58:00,100 %
2025-09-13 22:58:15,100 %
2025-09-13 22:58:30,100 %
2025-09-13 22:58:45,100 %
2025-09-13 22:59:00,100 %
2025-09-13 22:59:15,100 %
2025-09-13 22:59:30,100 %
2025-09-13 22:59:45,100 %
2025-09-13 23:00:00,100 %
2025-09-13 23:00:15,100 %
2025-09-13 23:00:30,100 %
2025-09-13 23:00:45,100 %
2025-09-13 23:01:00,100 %
2025-09-13 23:01:15,100 %
2025-09-13 23:01:30,100 %
2025-09-13 23:01:45,100 %
2025-09-13 23:02:00,100 %
2025-09-13 23:02:15,100 %
2025-09-13 23:02:30,100 %
2025-09-13 23:02:45,100 %
2025-09-13 23:03:00,100 %
2025-09-13 23:03:15,100 %
2025-09-13 23:03:30,100 %
2025-09-13 23:03:45,100 %
2025-09-13 23:04:00,100 %
2025-09-13 23:04:15,100 %
2025-09-13 23:04:30,100 %
2025-09-13 23:04:45,100 %
2025-09-13 23:05:00,100 %
2025-09-13 23:05:15,100 %
2025-09-13 23:05:30,100 %
2025-09-13 23:05:45,100 %
2025-09-13 23:06:00,100 %
2025-09-13 23:06:15,100 %
2025-09-13 23:06:30,100 %
2025-09-13 23:06:45,100 %
2025-09-13 23:07:00,100 %
2025-09-13 23:07:15,100 %
2025-09-13 23:07:30,100 %
2025-09-13 23:07:45,100 %
2025-09-13 23:08:00,100 %
2025-09-13 23:08:15,100 %
2025-09-13 23:08:30,100 %
2025-09-13 23:08:45,100 %
2025-09-13 23:09:00,100 %
2025-09-13 23:09:15,100 %
2025-09-13 23:09:30,100 %
2025-09-13 23:09:45,100 %
2025-09-13 23:10:00,100 %
2025-09-13 23:10:15,100 %
2025-09-13 23:10:30,100 %
2025-09-13 23:10:45,100 %
2025-09-13 23:11:00,100 %
2025-09-13 23:11:15,100 %
2025-09-13 23:11:30,100 %
2025-09-13 23:11:45,100 %
2025-09-13 23:12:00,100 %
2025-09-13 23:12:15,100 %
2025-09-13 23:12:30,100 %
2025-09-13 23:12:45,100 %
2025-09-13 23:13:00,100 %
2025-09-13 23:13:15,100 %
2025-09-13 23:13:30,100 %
2025-09-13 23:13:45,100 %
2025-09-13 23:14:00,100 %
2025-09-13 23:14:15,100 %
2025-09-13 23:14:30,100 %
2025-09-13 23:14:45,100 %
2025-09-13 23:15:00,100 %
2025-09-13 23:15:15,100 %
2025-09-13 23:15:30,100 %
2025-09-13 23:15:45,100 %
2025-09-13 23:16:00,100 %
2025-09-13 23:16:15,100 %
2025-09-13 23:16:30,100 %
2025-09-13 23:16:45,100 %
2025-09-13 23:17:00,100 %
2025-09-13 23:17:15,100 %
2025-09-13 23:17:30,100 %
2025-09-13 23:17:45,100 %
2025-09-13 23:18:00,100 %
2025-09-13 23:18:15,100 %
2025-09-13 23:18:30,100 %
2025-09-13 23:18:45,100 %
2025-09-13 23:19:00,100 %
2025-09-13 23:19:15,100 %
2025-09-13 23:19:30,100 %
2025-09-13 23:19:45,100 %
2025-09-13 23:20:00,100 %
2025-09-13 23:20:15,100 %
2025-09-13 23:20:30,100 %
2025-09-13 23:20:45,100 %
2025-09-13 23:21:00,100 %
2025-09-13 23:21:15,100 %
2025-09-13 23:21:30,100 %
2025-09-13 23:21:45,100 %
2025-09-13 23:22:00,100 %
2025-09-13 23:22:15,100 %
2025-09-13 23:22:30,100 %
2025-09-13 23:22:45,100 %
2025-09-13 23:23:00,100 %
2025-09-13 23:23:15,100 %
2025-09-13 23:23:30,100 %
2025-09-13 23:23:45,100 %
2025-09-13 23:24:00,100 %
2025-09-13 23:24:15,100 %
2025-09-13 23:24:30,100 %
2025-09-13 23:24:45,100 %
2025-09-13 23:25:00,100 %
2025-09-13 23:25:15,100 %
2025-09-13 23:25:30,100 %
2025-09-13 23:25:45,100 %
2025-09-13 23:26:00,100 %
2025-09-13 23:26:15,100 %
2025-09-13 23:26:30,100 %
2025-09-13 23:26:45,100 %
2025-09-13 23:27:00,100 %
2025-09-13 23:27:15,100 %
2025-09-13 23:27:30,100 %
2025-09-13 23:27:45,100 %
2025-09-13 23:28:00,100 %
2025-09-13 23:28:15,100 %
2025-09-13 23:28:30,100 %
2025-09-13 23:28:45,100 %
2025-09-13 23:29:00,100 %
2025-09-13 23:29:15,100 %
2025-09-13 23:29:30,100 %
2025-09-13 23:29:45,100 %
2025-09-13 23:30:00,100 %
2025-09-13 23:30:15,100 %
2025-09-13 23:30:30,100 %
2025-09-13 23:30:45,100 %
2025-09-13 23:31:00,100 %
2025-09-13 23:31:15,100 %
2025-09-13 23:31:30,100 %
2025-09-13 23:31:45,100 %
2025-09-13 23:32:00,100 %
2025-09-13 23:32:15,100 %
2025-09-13 23:32:30,100 %
2025-09-13 23:32:45,100 %
2025-09-13 23:33:00,100 %
2025-09-13 23:33:15,100 %
2025-09-13 23:33:30,100 %
2025-09-13 23:33:45,100 %
2025-09-13 23:34:00,100 %
2025-09-13 23:34:15,100 %
2025-09-13 23:34:30,100 %
2025-09-13 23:34:45,100 %
2025-09-13 23:35:00,100 %
2025-09-13 23:35:15,100 %
2025-09-13 23:35:30,100 %
2025-09-13 23:35:45,100 %
2025-09-13 23:36:00,100 %
2025-09-13 23:36:15,100 %
2025-09-13 23:36:30,100 %
2025-09-13 23:36:45,100 %
2025-09-13 23:37:00,100 %
2025-09-13 23:37:15,100 %
2025-09-13 23:37:30,100 %
2025-09-13 23:37:45,100 %
2025-09-13 23:38:00,100 %
2025-09-13 23:38:15,100 %
2025-09-13 23:38:30,100 %
2025-09-13 23:38:45,100 %
2025-09-13 23:39:00,100 %
2025-09-13 23:39:15,100 %
2025-09-13 23:39:30,100 %
2025-09-13 23:39:45,100 %
2025-09-13 23:40:00,100 %
2025-09-13 23:40:15,100 %
2025-09-13 23:40:30,100 %
2025-09-13 23:40:45,100 %
2025-09-13 23:41:00,100 %
2025-09-13 23:41:15,100 %
2025-09-13 23:41:30,100 %
2025-09-13 23:41:45,100 %
2025-09-13 23:42:00,100 %
2025-09-13 23:42:15,100 %
2025-09-13 23:42:30,100 %
2025-09-13 23:42:45,100 %
2025-09-13 23:43:00,100 %
2025-09-13 23:43:15,100 %
2025-09-13 23:43:30,100 %
2025-09-13 23:43:45,100 %
2025-09-13 23:44:00,100 %
2025-09-13 23:44:15,100 %
2025-09-13 23:44:30,100 %
2025-09-13 23:44:45,100 %
2025-09-13 23:45:00,100 %
2025-09-13 23:45:15,100 %
2025-09-13 23:45:30,100 %
2025-09-13 23:45:45,100 %
2025-09-13 23:46:00,100 %
2025-09-13 23:46:15,100 %
2025-09-13 23:46:30,100 %
2025-09-13 23:46:45,100 %
2025-09-13 23:47:00,100 %
2025-09-13 23:47:15,100 %
2025-09-13 23:47:30,100 %
2025-09-13 23:47:45,100 %
2025-09-13 23:48:00,100 %
2025-09-13 23:48:15,100 %
2025-09-13 23:48:30,100 %
2025-09-13 23:48:45,100 %
2025-09-13 23:49:00,100 %
2025-09-13 23:49:15,100 %
2025-09-13 23:49:30,100 %
2025-09-13 23:49:45,100 %
2025-09-13 23:50:00,100 %
2025-09-13 23:50:15,100 %
2025-09-13 23:50:30,100 %
2025-09-13 23:50:45,100 %
2025-09-13 23:51:00,100 %
2025-09-13 23:51:15,100 %
2025-09-13 23:51:30,100 %
2025-09-13 23:51:45,100 %
2025-09-13 23:52:00,100 %
2025-09-13 23:52:15,100 %
2025-09-13 23:52:30,100 %
2025-09-13 23:52:45,100 %
2025-09-13 23:53:00,100 %
2025-09-13 23:53:15,100 %
2025-09-13 23:53:30,100 %
2025-09-13 23:53:45,100 %
2025-09-13 23:54:00,100 %
2025-09-13 23:54:15,100 %
2025-09-13 23:54:30,100 %
2025-09-13 23:54:45,100 %
2025-09-13 23:55:00,100 %
2025-09-13 23:55:15,100 %
2025-09-13 23:55:30,100 %
2025-09-13 23:55:45,100 %
2025-09-13 23:56:00,100 %
2025-09-13 23:56:15,100 %
2025-09-13 23:56:30,100 %
2025-09-13 23:56:45,100 %
2025-09-13 23:57:00,100 %
2025-09-13 23:57:15,100 %
2025-09-13 23:57:30,100 %
2025-09-13 23:57:45,100 %
2025-09-13 23:58:00,100 %
2025-09-13 23:58:15,100 %
2025-09-13 23:58:30,100 %
2025-09-13 23:58:45,100 %
2025-09-13 23:59:00,100 %
2025-09-13 23:59:15,100 %
2025-09-13 23:59:30,100 %
2025-09-13 23:59:45,100 %
2025-09-14 00:00:00,100 %
2025-09-14 00:00:15,100 %
2025-09-14 00:00:30,100 %
2025-09-14 00:00:45,100 %
2025-09-14 00:01:00,100 %
2025-09-14 00:01:15,100 %
2025-09-14 00:01:30,100 %
2025-09-14 00:01:45,100 %
2025-09-14 00:02:00,100 %
2025-09-14 00:02:15,100 %
2025-09-14 00:02:30,100 %
2025-09-14 00:02:45,100 %
2025-09-14 00:03:00,100 %
2025-09-14 00:03:15,100 %
2025-09-14 00:03:30,100 %
2025-09-14 00:03:45,100 %
2025-09-14 00:04:00,100 %
2025-09-14 00:04:15,100 %
2025-09-14 00:04:30,100 %
2025-09-14 00:04:45,100 %
2025-09-14 00:05:00,100 %
2025-09-14 00:05:15,100 %
2025-09-14 00:05:30,100 %
2025-09-14 00:05:45,100 %
2025-09-14 00:06:00,100 %
2025-09-14 00:06:15,100 %
2025-09-14 00:06:30,100 %
2025-09-14 00:06:45,100 %
2025-09-14 00:07:00,100 %
2025-09-14 00:07:15,100 %
2025-09-14 00:07:30,100 %
2025-09-14 00:07:45,100 %
2025-09-14 00:08:00,100 %
2025-09-14 00:08:15,100 %
2025-09-14 00:08:30,100 %
2025-09-14 00:08:45,100 %
2025-09-14 00:09:00,100 %
2025-09-14 00:09:15,100 %
2025-09-14 00:09:30,100 %
2025-09-14 00:09:45,100 %
2025-09-14 00:10:00,100 %
2025-09-14 00:10:15,100 %
2025-09-14 00:10:30,100 %
2025-09-14 00:10:45,100 %
2025-09-14 00:11:00,100 %
2025-09-14 00:11:15,100 %
2025-09-14 00:11:30,100 %
2025-09-14 00:11:45,100 %
2025-09-14 00:12:00,100 %
2025-09-14 00:12:15,100 %
2025-09-14 00:12:30,100 %
2025-09-14 00:12:45,100 %
2025-09-14 00:13:00,100 %
2025-09-14 00:13:15,100 %
2025-09-14 00:13:30,100 %
2025-09-14 00:13:45,100 %
2025-09-14 00:14:00,100 %
2025-09-14 00:14:15,100 %
2025-09-14 00:14:30,100 %
2025-09-14 00:14:45,100 %
2025-09-14 00:15:00,100 %
2025-09-14 00:15:15,100 %
2025-09-14 00:15:30,100 %
2025-09-14 00:15:45,100 %
2025-09-14 00:16:00,100 %
2025-09-14 00:16:15,100 %
2025-09-14 00:16:30,100 %
2025-09-14 00:16:45,100 %
2025-09-14 00:17:00,100 %
2025-09-14 00:17:15,100 %
2025-09-14 00:17:30,100 %
2025-09-14 00:17:45,100 %
2025-09-14 00:18:00,100 %
2025-09-14 00:18:15,100 %
2025-09-14 00:18:30,100 %
2025-09-14 00:18:45,100 %
2025-09-14 00:19:00,100 %
2025-09-14 00:19:15,100 %
2025-09-14 00:19:30,100 %
2025-09-14 00:19:45,100 %
2025-09-14 00:20:00,100 %
2025-09-14 00:20:15,100 %
2025-09-14 00:20:30,100 %
2025-09-14 00:20:45,100 %
2025-09-14 00:21:00,100 %
2025-09-14 00:21:15,100 %
2025-09-14 00:21:30,100 %
2025-09-14 00:21:45,100 %
2025-09-14 00:22:00,100 %
2025-09-14 00:22:15,100 %
2025-09-14 00:22:30,100 %
2025-09-14 00:22:45,100 %
2025-09-14 00:23:00,100 %
2025-09-14 00:23:15,100 %
2025-09-14 00:23:30,100 %
2025-09-14 00:23:45,100 %
2025-09-14 00:24:00,100 %
2025-09-14 00:24:15,100 %
2025-09-14 00:24:30,100 %
2025-09-14 00:24:45,100 %
2025-09-14 00:25:00,100 %
2025-09-14 00:25:15,100 %
2025-09-14 00:25:30,100 %
2025-09-14 00:25:45,100 %
2025-09-14 00:26:00,100 %
2025-09-14 00:26:15,100 %
2025-09-14 00:26:30,100 %
2025-09-14 00:26:45,100 %
2025-09-14 00:27:00,100 %
2025-09-14 00:27:15,97.5 %
2025-09-14 00:27:30,90 %
2025-09-14 00:27:45,95.4 %
2025-09-14 00:28:00,95.7 %
2025-09-14 00:28:15,96 %
2025-09-14 00:28:30,96 %
2025-09-14 00:28:45,96 %
2025-09-14 00:29:00,96 %
2025-09-14 00:29:15,96 %
2025-09-14 00:29:30,96 %
2025-09-14 00:29:45,95.3 %
2025-09-14 00:30:00,95.3 %
2025-09-14 00:30:15,95.3 %
2025-09-14 00:30:30,95.3 %
2025-09-14 00:30:45,95.3 %
2025-09-14 00:31:00,95.3 %
2025-09-14 00:31:15,95.3 %
2025-09-14 00:31:30,95.3 %
2025-09-14 00:31:45,95.3 %
2025-09-14 00:32:00,95.3 %
2025-09-14 00:32:15,97.1 %
2025-09-14 00:32:30,97.1 %
2025-09-14 00:32:45,97.1 %
2025-09-14 00:33:00,99.2 %
2025-09-14 00:33:15,99.2 %
2025-09-14 00:33:30,99.1 %
2025-09-14 00:33:45,99.1 %
2025-09-14 00:34:00,99.1 %
2025-09-14 00:34:15,99.1 %
2025-09-14 00:34:30,99.1 %
2025-09-14 00:34:45,99.1 %
2025-09-14 00:35:00,100 %
2025-09-14 00:35:15,100 %
2025-09-14 00:35:30,100 %
2025-09-14 00:35:45,100 %
2025-09-14 00:36:00,100 %
2025-09-14 00:36:15,100 %
2025-09-14 00:36:30,100 %
2025-09-14 00:36:45,100 %
2025-09-14 00:37:00,100 %
2025-09-14 00:37:15,100 %
2025-09-14 00:37:30,98.2 %
2025-09-14 00:37:45,98.2 %
2025-09-14 00:38:00,97.3 %
2025-09-14 00:38:15,97.3 %
2025-09-14 00:38:30,97.3 %
2025-09-14 00:38:45,97.3 %
2025-09-14 00:39:00,97.3 %
2025-09-14 00:39:15,97.3 %
2025-09-14 00:39:30,97.3 %
2025-09-14 00:39:45,97.3 %
2025-09-14 00:40:00,97.3 %
2025-09-14 00:40:15,97.3 %
2025-09-14 00:40:30,98.2 %
2025-09-14 00:40:45,98.3 %
2025-09-14 00:41:00,98.4 %
2025-09-14 00:41:15,98.4 %
2025-09-14 00:41:30,98.6 %
2025-09-14 00:41:45,98.6 %
2025-09-14 00:42:00,98.6 %
2025-09-14 00:42:15,98.1 %
2025-09-14 00:42:30,98.6 %
2025-09-14 00:42:45,98.6 %
2025-09-14 00:43:00,98.6 %
2025-09-14 00:43:15,100 %
2025-09-14 00:43:30,100 %
2025-09-14 00:43:45,100 %
2025-09-14 00:44:00,100 %
2025-09-14 00:44:15,94.1 %
2025-09-14 00:44:30,90.9 %
2025-09-14 00:44:45,90.9 %
2025-09-14 00:45:00,90.9 %
2025-09-14 00:45:15,90.9 %
2025-09-14 00:45:30,90.9 %
2025-09-14 00:45:45,90.9 %
2025-09-14 00:46:00,90.9 %
2025-09-14 00:46:15,90.9 %
2025-09-14 00:46:30,90.9 %
2025-09-14 00:46:45,90.9 %
2025-09-14 00:47:00,90.9 %
2025-09-14 00:47:15,90.9 %
2025-09-14 00:47:30,94.7 %
2025-09-14 00:47:45,95.2 %
2025-09-14 00:48:00,95.2 %
2025-09-14 00:48:15,95.2 %
2025-09-14 00:48:30,95.2 %
2025-09-14 00:48:45,95.2 %
2025-09-14 00:49:00,95.2 %
2025-09-14 00:49:15,95.2 %
2025-09-14 00:49:30,95.2 %
2025-09-14 00:49:45,95.2 %
2025-09-14 00:50:00,100 %
2025-09-14 00:50:15,100 %
2025-09-14 00:50:30,100 %
2025-09-14 00:50:45,100 %
2025-09-14 00:51:00,100 %
2025-09-14 00:51:15,100 %
2025-09-14 00:51:30,100 %
2025-09-14 00:51:45,100 %
2025-09-14 00:52:00,100 %
2025-09-14 00:52:15,100 %
2025-09-14 00:52:30,100 %
2025-09-14 00:52:45,100 %
2025-09-14 00:53:00,100 %
2025-09-14 00:53:15,100 %
2025-09-14 00:53:30,100 %
2025-09-14 00:53:45,100 %
2025-09-14 00:54:00,100 %
2025-09-14 00:54:15,100 %
2025-09-14 00:54:30,100 %
2025-09-14 00:54:45,100 %
2025-09-14 00:55:00,100 %
2025-09-14 00:55:15,100 %
2025-09-14 00:55:30,100 %
2025-09-14 00:55:45,100 %
2025-09-14 00:56:00,100 %
2025-09-14 00:56:15,100 %
2025-09-14 00:56:30,100 %
2025-09-14 00:56:45,100 %
2025-09-14 00:57:00,100 %
2025-09-14 00:57:15,100 %
2025-09-14 00:57:30,100 %
2025-09-14 00:57:45,100 %
2025-09-14 00:58:00,100 %
2025-09-14 00:58:15,100 %
2025-09-14 00:58:30,100 %
2025-09-14 00:58:45,100 %
2025-09-14 00:59:00,100 %
2025-09-14 00:59:15,100 %
2025-09-14 00:59:30,100 %
2025-09-14 00:59:45,100 %
2025-09-14 01:00:00,100 %
2025-09-14 01:00:15,100 %
2025-09-14 01:00:30,100 %
2025-09-14 01:00:45,100 %
2025-09-14 01:01:00,100 %
2025-09-14 01:01:15,100 %
2025-09-14 01:01:30,100 %
2025-09-14 01:01:45,100 %
2025-09-14 01:02:00,100 %
2025-09-14 01:02:15,100 %
2025-09-14 01:02:30,100 %
2025-09-14 01:02:45,100 %
2025-09-14 01:03:00,100 %
2025-09-14 01:03:15,100 %
2025-09-14 01:03:30,100 %
2025-09-14 01:03:45,100 %
2025-09-14 01:04:00,100 %
2025-09-14 01:04:15,100 %
2025-09-14 01:04:30,100 %
2025-09-14 01:04:45,100 %
2025-09-14 01:05:00,100 %
2025-09-14 01:05:15,100 %
2025-09-14 01:05:30,100 %
2025-09-14 01:05:45,100 %
2025-09-14 01:06:00,100 %
2025-09-14 01:06:15,100 %
2025-09-14 01:06:30,100 %
2025-09-14 01:06:45,100 %
2025-09-14 01:07:00,100 %
2025-09-14 01:07:15,100 %
2025-09-14 01:07:30,100 %
2025-09-14 01:07:45,100 %
2025-09-14 01:08:00,100 %
2025-09-14 01:08:15,100 %
2025-09-14 01:08:30,100 %
2025-09-14 01:08:45,100 %
2025-09-14 01:09:00,100 %
2025-09-14 01:09:15,100 %
2025-09-14 01:09:30,100 %
2025-09-14 01:09:45,100 %
2025-09-14 01:10:00,100 %
2025-09-14 01:10:15,100 %
2025-09-14 01:10:30,100 %
2025-09-14 01:10:45,100 %
2025-09-14 01:11:00,100 %
2025-09-14 01:11:15,100 %
2025-09-14 01:11:30,100 %
2025-09-14 01:11:45,100 %
2025-09-14 01:12:00,100 %
2025-09-14 01:12:15,100 %
2025-09-14 01:12:30,100 %
2025-09-14 01:12:45,100 %
2025-09-14 01:13:00,100 %
2025-09-14 01:13:15,100 %
2025-09-14 01:13:30,100 %
2025-09-14 01:13:45,100 %
2025-09-14 01:14:00,100 %
2025-09-14 01:14:15,100 %
2025-09-14 01:14:30,100 %
2025-09-14 01:14:45,100 %
2025-09-14 01:15:00,100 %
2025-09-14 01:15:15,100 %
2025-09-14 01:15:30,100 %
2025-09-14 01:15:45,100 %
2025-09-14 01:16:00,100 %
2025-09-14 01:16:15,100 %
2025-09-14 01:16:30,100 %
2025-09-14 01:16:45,100 %
2025-09-14 01:17:00,100 %
2025-09-14 01:17:15,100 %
2025-09-14 01:17:30,100 %
2025-09-14 01:17:45,100 %
2025-09-14 01:18:00,100 %
2025-09-14 01:18:15,100 %
2025-09-14 01:18:30,100 %
2025-09-14 01:18:45,100 %
2025-09-14 01:19:00,100 %
2025-09-14 01:19:15,100 %
2025-09-14 01:19:30,100 %
2025-09-14 01:19:45,100 %
2025-09-14 01:20:00,100 %
2025-09-14 01:20:15,100 %
2025-09-14 01:20:30,100 %
2025-09-14 01:20:45,100 %
2025-09-14 01:21:00,100 %
2025-09-14 01:21:15,100 %
2025-09-14 01:21:30,100 %
2025-09-14 01:21:45,100 %
2025-09-14 01:22:00,100 %
2025-09-14 01:22:15,100 %
2025-09-14 01:22:30,100 %
2025-09-14 01:22:45,100 %
2025-09-14 01:23:00,100 %
2025-09-14 01:23:15,95.5 %
2025-09-14 01:23:30,95.5 %
2025-09-14 01:23:45,95.5 %
2025-09-14 01:24:00,94.5 %
2025-09-14 01:24:15,94.5 %
2025-09-14 01:24:30,94.5 %
2025-09-14 01:24:45,94.5 %
2025-09-14 01:25:00,95 %
2025-09-14 01:25:15,95 %
2025-09-14 01:25:30,95 %
2025-09-14 01:25:45,95.4 %
2025-09-14 01:26:00,95.4 %
2025-09-14 01:26:15,95.4 %
2025-09-14 01:26:30,95.7 %
2025-09-14 01:26:45,95.7 %
2025-09-14 01:27:00,95.7 %
2025-09-14 01:27:15,96 %
2025-09-14 01:27:30,97.3 %
2025-09-14 01:27:45,98 %
2025-09-14 01:28:00,98 %
2025-09-14 01:28:15,98 %
2025-09-14 01:28:30,98 %
2025-09-14 01:28:45,98 %
2025-09-14 01:29:00,97.3 %
2025-09-14 01:29:15,97.3 %
2025-09-14 01:29:30,96 %
2025-09-14 01:29:45,95.3 %
2025-09-14 01:30:00,95.3 %
2025-09-14 01:30:15,95.3 %
2025-09-14 01:30:30,95.3 %
2025-09-14 01:30:45,94.7 %
2025-09-14 01:31:00,94.7 %
2025-09-14 01:31:15,94 %
2025-09-14 01:31:30,94 %
2025-09-14 01:31:45,94 %
2025-09-14 01:32:00,94 %
2025-09-14 01:32:15,94 %
2025-09-14 01:32:30,94 %
2025-09-14 01:32:45,94 %
2025-09-14 01:33:00,94 %
2025-09-14 01:33:15,94 %
2025-09-14 01:33:30,94 %
2025-09-14 01:33:45,94 %
2025-09-14 01:34:00,94 %
2025-09-14 01:34:15,94 %
2025-09-14 01:34:30,94 %
2025-09-14 01:34:45,94 %
2025-09-14 01:35:00,94 %
2025-09-14 01:35:15,94 %
2025-09-14 01:35:30,94 %
2025-09-14 01:35:45,94 %
2025-09-14 01:36:00,94 %
2025-09-14 01:36:15,94 %
2025-09-14 01:36:30,94 %
2025-09-14 01:36:45,93.3 %
2025-09-14 01:37:00,93.3 %
2025-09-14 01:37:15,93.3 %
2025-09-14 01:37:30,93.3 %
2025-09-14 01:37:45,93.3 %
2025-09-14 01:38:00,92.7 %
2025-09-14 01:38:15,92.7 %
2025-09-14 01:38:30,93.3 %
2025-09-14 01:38:45,93.3 %
2025-09-14 01:39:00,93.3 %
2025-09-14 01:39:15,93.3 %
2025-09-14 01:39:30,93.3 %
2025-09-14 01:39:45,93.3 %
2025-09-14 01:40:00,92.7 %
2025-09-14 01:40:15,92.7 %
2025-09-14 01:40:30,92.7 %
2025-09-14 01:40:45,92 %
2025-09-14 01:41:00,92 %
2025-09-14 01:41:15,92 %
2025-09-14 01:41:30,91.3 %
2025-09-14 01:41:45,91.3 %
2025-09-14 01:42:00,91.3 %
2025-09-14 01:42:15,91.3 %
2025-09-14 01:42:30,91.3 %
2025-09-14 01:42:45,91.3 %
2025-09-14 01:43:00,92 %
2025-09-14 01:43:15,92 %
2025-09-14 01:43:30,92 %
2025-09-14 01:43:45,92 %
2025-09-14 01:44:00,92 %
2025-09-14 01:44:15,92 %
2025-09-14 01:44:30,92 %
2025-09-14 01:44:45,91.3 %
2025-09-14 01:45:00,91.3 %
2025-09-14 01:45:15,91.3 %
2025-09-14 01:45:30,91.3 %
2025-09-14 01:45:45,91.3 %
2025-09-14 01:46:00,91.3 %
2025-09-14 01:46:15,91.3 %
2025-09-14 01:46:30,91.3 %
2025-09-14 01:46:45,91.3 %
2025-09-14 01:47:00,91.3 %
2025-09-14 01:47:15,91.3 %
2025-09-14 01:47:30,91.3 %
2025-09-14 01:47:45,91.3 %
2025-09-14 01:48:00,91.3 %
2025-09-14 01:48:15,91.3 %
2025-09-14 01:48:30,91.3 %
2025-09-14 01:48:45,91.3 %
2025-09-14 01:49:00,91.3 %
2025-09-14 01:49:15,91.3 %
2025-09-14 01:49:30,91.3 %
2025-09-14 01:49:45,91.3 %